-1.061400977710123428e+01 1.523719382454029869e+01 1.828909574412327999e+01
5.570338241118563793e+00 1.408116882677432180e+01 -1.881373859131173987e+01
-1.110130507741650518e+01 -7.272879377060333717e+00 1.736080321239409585e+01
3.621839489942073609e-01 -1.577104610554296649e+01 -5.082815933041045398e+00
1.528057007980252013e+00 -1.179189225830996257e+01 -1.583789633942340025e+01
-1.143186510476005147e+01 1.591911725461121918e+00 1.109665880687860451e+01
1.336543357330264525e+00 -6.907642050324772853e+00 -1.701561010410051367e+01
1.169333246743103238e+01 1.702108492554588537e+01 -1.178306695744751487e+01
-8.660798579791586960e+00 1.362335730382812216e+01 -2.260363888543306832e+00
-1.698433413417625815e+01 6.554469640043406820e+00 1.996584368142648813e+01
8.127221920878682226e+00 7.169343401666171012e+00 -4.898797185128339393e+00
-8.580816263112954756e-01 3.866156186550927742e+00 -3.250910040228227604e-02
1.054881363647443315e+01 -9.266677445201006336e+00 -3.364640064290630672e+00
-1.698711479398992807e+01 -1.904971187678488675e+01 -1.956806946653296464e+01
1.297114413320798398e+01 1.503248808526521074e+01 -8.596925237458275859e+00
-6.526892450636271548e+00 1.437749102030204362e+01 1.746927423459132811e+01
8.898906038351345416e+00 -3.868435299834176999e-01 -6.106231758562635115e+00
-1.906616309531959175e+01 -1.813906639427506917e+01 -8.698451347348120422e+00
-4.914086703512111853e+00 7.302464409513272914e-01 1.821742008098004817e+01
-3.415435210263014110e+00 -6.276572390546120594e+00 -1.766739595679277741e+01
-1.661304462353861533e+00 4.103290299862953461e+00 1.456212954845442020e+01
5.883119324479919587e-01 -2.876512590632269717e+00 -1.091554755586470193e+01
-7.940470906358288339e+00 -1.344978849946102351e+01 -8.676695498083392133e-01
-1.966664849055992548e+01 1.747345451733831467e+01 7.546185092588214793e+00
-9.520649795449688924e+00 -1.866824256181006447e+01 1.452675378456022592e+01
-1.053731061789456014e+01 -5.296476796088650296e+00 6.087651947415510634e+00
-9.663299867677993760e+00 -1.558941261917613552e+01 2.799353614690942127e+00
-1.541273619892486479e+01 -1.089997994057040387e+01 7.891760990386067487e-01
-7.594801247489511908e+00 -1.998354017181860698e+01 5.936133674306036667e+00
1.183340674241913959e+01 -1.164764250250601840e+01 2.248060168270531012e+00
7.733706153100418090e-01 -1.576651623025011340e+01 8.597433504753912104e+00
